,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,"[0.7835091163270111, 0.7658799916932457, 0.7644298353358217, 0.7617596940221935, 0.769476872531572]",0.7690111019819688,"[0.7374877330716388, 0.7244171779141104, 0.723680981595092, 0.7263803680981595, 0.729079754601227]",0.7282092030560455,"[0.7374877330716388, 0.7244171779141104, 0.723680981595092, 0.7263803680981595, 0.729079754601227]",0.7282092030560455,"[0.7374877330716388, 0.7244171779141104, 0.723680981595092, 0.7263803680981595, 0.729079754601227]",0.7282092030560455,"[0.7255019932731177, 0.715139177484631, 0.711006415161775, 0.7172030261151568, 0.7186274489073694]",0.71749561218841,"[0.7374877330716388, 0.7244171779141104, 0.723680981595092, 0.7263803680981595, 0.729079754601227]",0.7282092030560455,"[0.735161446839148, 0.7288607234323776, 0.7198064350094122, 0.7273152769641096, 0.7293166160813219]",0.7280920996652739,"[323.0850956439972, 557.5654809474945, 413.25773525238037, 407.75201439857483, 315.0774517059326]","[1.4883103370666504, 1.2596828937530518, 1.3486545085906982, 1.173905372619629, 1.273386001586914]","[(4076, 10, 1), (4075, 10, 1), (4075, 10, 1), (4075, 10, 1), (4075, 10, 1)]"
