,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,"[0.7840460815298778, 0.8037071930416124, 0.7479396073964403, 0.7901038044273703, 0.7976555932293141]",0.784690455924923,"[0.7171246319921492, 0.7342331288343559, 0.7177914110429447, 0.7288343558282209, 0.7202453987730061]",0.7236457852941353,"[0.7171246319921492, 0.7342331288343559, 0.7177914110429447, 0.7288343558282209, 0.7202453987730061]",0.7236457852941353,"[0.7171246319921492, 0.7342331288343559, 0.7177914110429447, 0.7288343558282209, 0.7202453987730061]",0.7236457852941353,"[0.7002174727456343, 0.7162302576305961, 0.7101443640241266, 0.7136071344141728, 0.7005616405922406]",0.7081521738813541,"[0.7171246319921492, 0.7342331288343559, 0.7177914110429447, 0.7288343558282209, 0.7202453987730061]",0.7236457852941353,"[0.7190045333849564, 0.7292074529048477, 0.7204446612936258, 0.7285518138459316, 0.7196803669906869]",0.7233777656840097,"[283.5411539077759, 274.993937253952, 295.6476686000824, 384.44555926322937, 246.64090275764465]","[1.233658790588379, 1.2368006706237793, 1.1935935020446777, 1.1685669422149658, 1.1687257289886475]","[(4076, 10, 1), (4075, 10, 1), (4075, 10, 1), (4075, 10, 1), (4075, 10, 1)]"
