,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,"[0.8311234978384135, 0.8996105104940987, 0.8497275024085358, 0.8384086769048056, 0.8423543199551524]",0.8522449015202012,"[0.8162928759894459, 0.8992248062015504, 0.8452911100115454, 0.822530100610259, 0.8278080158337456]",0.8422293817293094,"[0.8162928759894459, 0.8992248062015504, 0.8452911100115454, 0.822530100610259, 0.8278080158337456]",0.8422293817293094,"[0.8162928759894459, 0.8992248062015504, 0.8452911100115454, 0.822530100610259, 0.8278080158337456]",0.8422293817293094,"[0.8141306543854003, 0.8992059368109777, 0.8445820943614005, 0.8202993571641181, 0.8257787943353366]",0.8407993674114467,"[0.8162928759894459, 0.8992248062015504, 0.8452911100115454, 0.822530100610259, 0.8278080158337456]",0.8422293817293094,"[0.8159406082330278, 0.8992718855979096, 0.8440850722346342, 0.8219688627070677, 0.8269569412209209]",0.8416446739987121,"[436.18720984458923, 389.050874710083, 476.30201148986816, 509.85258173942566, 310.99212527275085]","[1.7986419200897217, 1.720557451248169, 1.4752399921417236, 1.70790696144104, 1.6816246509552002]","[(6064, 10, 1), (6063, 10, 1), (6063, 10, 1), (6063, 10, 1), (6063, 10, 1)]"
