,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,"[0.8445477024556824, 0.8491612068485602, 0.8509890082086743, 0.8410647708971565, 0.8394485412005791]",0.8450422459221306,"[0.8441173355925023, 0.8490945674044266, 0.8497299586995658, 0.8399872921740972, 0.8393348866765515]",0.8444528081094287,"[0.8441173355925023, 0.8490945674044266, 0.8497299586995658, 0.8399872921740972, 0.8393348866765515]",0.8444528081094287,"[0.8441173355925023, 0.8490945674044266, 0.8497299586995658, 0.8399872921740972, 0.8393348866765515]",0.8444528081094287,"[0.8440960662271869, 0.84909008941229, 0.8496048457528053, 0.8398214974856657, 0.8393102433600267]",0.8443845484475949,"[0.8441173355925023, 0.8490945674044266, 0.8497299586995658, 0.8399872921740972, 0.8393348866765515]",0.8444528081094287,"[0.8442493989257152, 0.8491086579439535, 0.8497830435272147, 0.839780699428742, 0.8392732983977467]",0.8444390196446744,"[800.6918203830719, 1040.1681730747223, 1122.782917022705, 967.2487237453461, 831.286455154419]","[2.4519197940826416, 2.6819255352020264, 2.4267752170562744, 2.421902656555176, 2.462111234664917]","[(9443, 10, 1), (9443, 10, 1), (9443, 10, 1), (9443, 10, 1), (9442, 10, 1)]"
